ID	Entity Type
ID	TYPE
OMRSE:00000072	owl:Class
OMRSE:00000013	owl:Class
OMRSE:00000300	owl:Class
OGMS:00000087	owl:Class
OGMS:0000112	owl:Class
OGMS:0000090	owl:Class
OGMS:0000097	owl:Class
OMRSE:00002068	owl:Class
OMRSE:00002064	owl:Class
OMRSE:00002065	owl:Class
OMRSE:00002062	owl:Class
OMRSE:00002063	owl:Class
OGMS:0000060	owl:Class
IAO:0000136	owl:ObjectProperty
IAO:0000219	owl:ObjectProperty
IAO:0000030	owl:Class
IAO:0020020	owl:Class
IAO:0000027	owl:Class
IAO:0000033	owl:Class
IAO:0000007	owl:Class
IAO:0000005	owl:Class
IAO:0000104	owl:Class
IAO:0000104	owl:Class
IAO:0020000	owl:Class
